Nova Dubnica;Ilava;Trenciansky kraj;9433;5204;55.16;5200;5159;9321;4566;48.98;4566;4467
Pruske;Ilava;Trenciansky kraj;1843;988;53.6;987;981;1842;857;46.52;857;825
Sedmerovec;Ilava;Trenciansky kraj;339;182;53.68;182;182;339;146;43.06;146;145
Slavnica;Ilava;Trenciansky kraj;710;342;48.16;342;336;706;302;42.77;302;291
Tuchyna;Ilava;Trenciansky kraj;645;382;59.22;382;380;649;298;45.91;298;289
Vrsatske Podhradie;Ilava;Trenciansky kraj;190;102;53.68;102;101;184;93;50.54;93;92
Zliechov;Ilava;Trenciansky kraj;472;232;49.15;232;231;479;225;46.97;225;223
Adamovske Kochanovce;Trencin;Trenciansky kraj;657;424;64.53;424;423;668;382;57.18;382;375
Bobot;Trencin;Trenciansky kraj;627;338;53.9;338;338;628;298;47.45;298;294
Dolna Poruba;Trencin;Trenciansky kraj;663;282;42.53;282;276;663;238;35.89;238;235
Dolna Suca;Trencin;Trenciansky kraj;2449;1241;50.67;1238;1228;2451;1076;43.9;1076;1050
Drietoma;Trencin;Trenciansky kraj;1841;939;51;939;935;1893;881;46.53;881;856
Dubodiel;Trencin;Trenciansky kraj;819;489;59.7;489;487;816;438;53.67;438;435
Horna Suca;Trencin;Trenciansky kraj;2714;1393;51.32;1393;1376;2712;1182;43.58;1182;1155
Hornany;Trencin;Trenciansky kraj;350;199;56.85;199;197;354;155;43.78;155;153
Horne Srnie;Trencin;Trenciansky kraj;2237;1280;57.21;1280;1267;2226;1029;46.22;1029;1004
Hrabovka;Trencin;Trenciansky kraj;344;202;58.72;202;199;346;204;58.95;204;195
Chocholna - Velcice;Trencin;Trenciansky kraj;1409;800;56.77;799;798;1411;724;51.31;723;709
Ivanovce;Trencin;Trenciansky kraj;798;463;58.02;463;459;792;418;52.77;418;409
Kostolna - Zariecie;Trencin;Trenciansky kraj;577;359;62.21;359;358;563;302;53.64;302;296
Krivosud - Bodovka;Trencin;Trenciansky kraj;279;174;62.36;174;174;284;174;61.26;174;172
Melcice - Lieskove;Trencin;Trenciansky kraj;1317;806;61.19;806;801;1319;696;52.76;696;683
Mnichova Lehota;Trencin;Trenciansky kraj;1001;575;57.44;575;570;1005;491;48.85;491;475
Motesice;Trencin;Trenciansky kraj;645;381;59.06;381;379;642;328;51.09;328;322
Nemsova;Trencin;Trenciansky kraj;5140;2967;57.72;2967;2955;5148;2425;47.1;2424;2348
Neporadza;Trencin;Trenciansky kraj;677;347;51.25;347;345;674;283;41.98;283;277
Omsenie;Trencin;Trenciansky kraj;1563;819;52.39;819;817;1588;658;41.43;658;640
Opatovce;Trencin;Trenciansky kraj;341;197;57.77;197;197;336;162;48.21;162;161
Petrova Lehota;Trencin;Trenciansky kraj;166;91;54.81;91;91;169;81;47.92;81;81
Selec;Trencin;Trenciansky kraj;825;432;52.36;432;428;832;388;46.63;388;380
Skalka nad Vahom;Trencin;Trenciansky kraj;932;548;58.79;548;542;928;455;49.03;455;438
Soblahov;Trencin;Trenciansky kraj;1866;1042;55.84;1042;1031;1863;889;47.71;889;869
Svinna;Trencin;Trenciansky kraj;1281;694;54.17;694;683;1288;624;48.44;624;613
Stvrtok;Trencin;Trenciansky kraj;317;207;65.29;207;206;318;188;59.11;188;183
Trencianska Tepla;Trencin;Trenciansky kraj;3398;1854;54.56;1854;1848;3396;1552;45.7;1552;1519
Trencianska Turna;Trencin;Trenciansky kraj;2751;1703;61.9;1703;1684;2766;1508;54.51;1508;1471
Trencianske Jastrabie;Trencin;Trenciansky kraj;1032;627;60.75;627;623;1032;514;49.8;514;488
Trencianske Mitice;Trencin;Trenciansky kraj;638;370;57.99;370;361;632;298;47.15;298;290
Trencianske Stankovce;Trencin;Trenciansky kraj;2738;1590;58.07;1590;1574;2723;1316;48.32;1316;1272
Trencianske Teplice;Trencin;Trenciansky kraj;3769;2223;58.98;2220;2212;3805;2030;53.35;2029;1982
Trencin;Trencin;Trenciansky kraj;45663;25407;55.64;25399;25260;46046;23342;50.69;23341;22875
Velka Hradna;Trencin;Trenciansky kraj;583;345;59.17;345;345;585;317;54.18;317;316
Velke Bierovce;Trencin;Trenciansky kraj;550;352;64;352;349;552;328;59.42;328;318
Zamarovce;Trencin;Trenciansky kraj;876;560;63.92;557;539;875;487;55.65;487;479
Bajc;Komarno;Nitriansky kraj;1017;395;38.83;395;395;1010;333;32.97;333;331
Batorove Kosihy;Komarno;Nitriansky kraj;2754;560;20.33;560;552;2755;420;15.24;420;410
Bodza;Komarno;Nitriansky kraj;326;78;23.92;78;77;327;71;21.71;71;68
Bodzianske Luky;Komarno;Nitriansky kraj;163;50;30.67;50;50;164;49;29.87;49;48
Brestovec;Komarno;Nitriansky kraj;406;141;34.72;141;140;408;116;28.43;116;112
Buc;Komarno;Nitriansky kraj;965;171;17.72;171;170;964;142;14.73;142;141
Calovec;Komarno;Nitriansky kraj;939;267;28.43;267;267;943;219;23.22;219;216
Cicov;Komarno;Nitriansky kraj;1068;221;20.69;221;219;1077;206;43818;206;206
Dedina Mladeze;Komarno;Nitriansky kraj;371;128;34.5;128;127;367;110;29.97;110;110
Dulovce;Komarno;Nitriansky kraj;1389;503;36.21;503;500;1383;427;30.87;427;422
Holiare;Komarno;Nitriansky kraj;392;78;19.89;78;75;396;79;19.94;79;77
Hurbanovo;Komarno;Nitriansky kraj;6215;2310;37.16;2310;2296;6197;2007;32.38;2007;1981
Chotin;Komarno;Nitriansky kraj;1172;334;28.49;334;329;1174;262;22.31;262;259
Imel;Komarno;Nitriansky kraj;1685;600;35.6;599;594;1690;513;30.35;513;509
Iza;Komarno;Nitriansky kraj;1408;369;43522;369;368;1428;346;24.22;346;340
Kamenicna;Komarno;Nitriansky kraj;1616;378;23.39;378;375;1613;320;19.83;320;319
Klizska Nema;Komarno;Nitriansky kraj;391;88;43607;88;86;393;77;19.59;77;74
Kolarovo;Komarno;Nitriansky kraj;8765;1911;43698;1910;1888;8757;1870;21.35;1870;1839
Komarno;Komarno;Nitriansky kraj;28087;8809;31.36;8807;8746;28121;8009;28.48;8009;7894
Kravany nad Dunajom;Komarno;Nitriansky kraj;612;161;43550;161;160;615;133;21.62;133;133
Lipove;Komarno;Nitriansky kraj;125;76;60.8;76;75;127;83;65.35;83;82
Marcelova;Komarno;Nitriansky kraj;3166;595;18.79;595;589;3149;426;13.52;426;416
Martovce;Komarno;Nitriansky kraj;595;124;20.84;124;123;595;86;14.45;86;85
Moca;Komarno;Nitriansky kraj;950;174;18.31;174;173;958;153;15.97;153;150
Modrany;Komarno;Nitriansky kraj;1082;173;15.98;173;173;1082;110;42644;110;107
Mudronovo;Komarno;Nitriansky kraj;93;51;54.83;51;51;98;34;34.69;34;32
Nesvady;Komarno;Nitriansky kraj;4114;1122;27.27;1122;1114;4057;955;23.53;955;947
Okolicna na Ostrove;Komarno;Nitriansky kraj;1207;188;15.57;188;184;1201;178;14.82;178;175
Patince;Komarno;Nitriansky kraj;446;161;36.09;161;159;460;142;30.86;142;136
Pribeta;Komarno;Nitriansky kraj;2385;675;43552;675;665;2386;576;24.14;576;563
Radvan nad Dunajom;Komarno;Nitriansky kraj;587;156;26.57;156;152;591;121;20.47;121;119
Sokolce;Komarno;Nitriansky kraj;1007;240;23.83;240;238;1020;197;19.31;197;196
Svaty Peter;Komarno;Nitriansky kraj;2263;715;31.59;715;710;2276;592;43491;592;585
Srobarova;Komarno;Nitriansky kraj;421;200;47.5;200;199;418;206;49.28;206;203
Ton;Komarno;Nitriansky kraj;642;180;43552;180;177;635;148;43547;148;146
Travnik;Komarno;Nitriansky kraj;573;148;25.82;148;148;572;109;43604;109;106
Velke Kosihy;Komarno;Nitriansky kraj;817;247;30.23;247;245;808;170;43545;170;166
Virt;Komarno;Nitriansky kraj;246;81;32.92;81;80;248;85;34.27;85;84
Vrbova nad Vahom;Komarno;Nitriansky kraj;448;105;23.43;105;104;447;79;17.67;79;78
Zemianska Olca;Komarno;Nitriansky kraj;2029;365;17.98;365;362;2026;323;15.94;323;321
Zlatna na Ostrove;Komarno;Nitriansky kraj;2037;337;16.54;337;330;2037;293;14.38;293;290
Bajka;Levice;Nitriansky kraj;253;69;27.27;69;69;253;58;22.92;58;58
Batovce;Levice;Nitriansky kraj;961;460;47.86;460;450;963;378;39.25;378;370
Besa;Levice;Nitriansky kraj;537;203;37.8;203;203;530;157;29.62;157;156
Bielovce;Levice;Nitriansky kraj;190;60;31.57;60;60;188;42;22.34;42;42
Bohunice;Levice;Nitriansky kraj;123;74;60.16;74;73;129;78;60.46;78;76
Bory;Levice;Nitriansky kraj;266;127;47.74;127;124;269;105;39.03;105;100
Brhlovce;Levice;Nitriansky kraj;262;132;50.38;132;132;267;131;49.06;131;130
Cajkov;Levice;Nitriansky kraj;796;482;60.55;482;481;795;413;51.94;413;396
Caka;Levice;Nitriansky kraj;629;266;42.28;266;265;626;197;31.46;197;196
Cata;Levice;Nitriansky kraj;905;235;25.96;235;232;903;190;43576;190;186
Demandice;Levice;Nitriansky kraj;806;377;46.77;377;366;802;295;36.78;295;293
Devicany;Levice;Nitriansky kraj;348;203;58.33;203;202;342;151;44.15;151;149
Dolna Sec;Levice;Nitriansky kraj;410;185;45.12;185;184;413;162;39.22;162;160
Dolne Semerovce;Levice;Nitriansky kraj;417;93;43546;93;93;418;82;19.61;82;82
Dolny Pial;Levice;Nitriansky kraj;793;351;44.26;351;350;788;266;33.75;266;263
Domadice;Levice;Nitriansky kraj;217;121;55.76;121;120;221;104;47.05;104;101
Drzenice;Levice;Nitriansky kraj;316;183;57.91;183;183;320;161;50.31;161;157
Farna;Levice;Nitriansky kraj;1147;314;27.37;314;309;1144;234;20.45;234;231
Hokovce;Levice;Nitriansky kraj;438;186;42.46;186;185;420;143;34.04;143;142
Hontianska Vrbica;Levice;Nitriansky kraj;496;179;36.08;179;179;493;131;26.57;131;128
Hontianske Trsùany;Levice;Nitriansky kraj;255;171;67.05;171;169;253;121;47.82;121;115
Horna Sec;Levice;Nitriansky kraj;468;308;65.81;308;304;460;265;57.6;265;258
Horne Semerovce;Levice;Nitriansky kraj;498;195;39.15;195;195;500;163;32.6;163;160
Horne Turovce;Levice;Nitriansky kraj;480;192;40;192;191;473;151;31.92;151;148
Horny Pial;Levice;Nitriansky kraj;230;107;46.52;107;107;230;77;33.47;77;77
Hrkovce;Levice;Nitriansky kraj;263;104;39.54;104;103;255;88;34.5;88;87
Hronovce;Levice;Nitriansky kraj;1199;434;36.19;434;433;1200;326;27.16;326;324
Hronske Klacany;Levice;Nitriansky kraj;1168;712;60.95;712;710;1177;611;51.91;611;596
Hronske Kosihy;Levice;Nitriansky kraj;573;287;50.08;287;286;573;242;42.23;242;238
Ina;Levice;Nitriansky kraj;197;109;55.32;109;107;196;94;47.95;94;90
Ipelske Ulany;Levice;Nitriansky kraj;242;72;29.75;72;72;240;68;28.33;68;68
Ipelsky Sokolec;Levice;Nitriansky kraj;698;173;24.78;173;170;684;147;21.49;147;145
Jablonovce;Levice;Nitriansky kraj;189;97;51.32;97;96;192;82;42.7;82;81
Jesenske;Levice;Nitriansky kraj;38;25;65.78;25;25;38;20;52.63;20;19
Jur nad Hronom;Levice;Nitriansky kraj;809;406;50.18;406;405;808;330;40.84;330;320
Kalna nad Hronom;Levice;Nitriansky kraj;1730;783;45.26;783;779;1721;634;36.83;633;621
Keù;Levice;Nitriansky kraj;498;201;40.36;201;200;495;134;43673;134;130
Kozarovce;Levice;Nitriansky kraj;1620;907;55.98;907;901;1620;790;48.76;790;774
Krskany;Levice;Nitriansky kraj;648;337;52;337;333;646;273;42.26;273;262
Kubanovo;Levice;Nitriansky kraj;229;67;29.25;67;67;234;67;28.63;67;64
Kukucinov;Levice;Nitriansky kraj;492;165;33.53;165;164;491;117;23.82;117;116
Kuralany;Levice;Nitriansky kraj;432;210;48.61;210;209;433;193;44.57;193;192
Levice;Levice;Nitriansky kraj;27319;13565;49.65;13563;13512;27128;11743;43.28;11742;11536
Lok;Levice;Nitriansky kraj;814;302;37.1;302;300;817;233;28.51;233;232
Lontov;Levice;Nitriansky kraj;518;109;43576;109;108;516;81;15.69;81;81
Lula;Levice;Nitriansky kraj;151;63;41.72;63;63;151;61;40.39;61;58
Malas;Levice;Nitriansky kraj;420;138;32.85;138;138;419;123;29.35;123;123
Male Kozmalovce;Levice;Nitriansky kraj;332;147;44.27;147;143;332;121;36.44;121;121
Male Ludince;Levice;Nitriansky kraj;139;41;29.49;41;40;138;30;21.73;30;30
Mytne Ludany;Levice;Nitriansky kraj;772;264;34.19;264;264;771;215;27.88;215;213
Nova Dedina;Levice;Nitriansky kraj;1255;709;56.49;709;707;1256;617;49.12;617;603
Novy Tekov;Levice;Nitriansky kraj;707;380;53.74;380;380;712;314;44.1;314;309
Nyrovce;Levice;Nitriansky kraj;462;155;33.54;155;153;459;130;28.32;130;128
Ondrejovce;Levice;Nitriansky kraj;360;164;45.55;164;163;359;126;35.09;126;121
Pastovce;Levice;Nitriansky kraj;430;101;23.48;101;100;429;80;18.64;80;78
Pecenice;Levice;Nitriansky kraj;121;84;69.42;84;84;117;77;65.81;77;75
Plasùovce;Levice;Nitriansky kraj;1324;465;35.12;465;456;1323;381;28.79;381;378
Plave Vozokany;Levice;Nitriansky kraj;610;208;34.09;208;208;604;194;32.11;194;191
Podluzany;Levice;Nitriansky kraj;653;370;56.66;370;366;640;330;51.56;330;321
Pohronsky Ruskov;Levice;Nitriansky kraj;1033;351;33.97;351;348;1034;292;28.23;292;283
Pukanec;Levice;Nitriansky kraj;1571;774;49.26;774;769;1623;643;39.61;643;637
Rybnik;Levice;Nitriansky kraj;1175;704;59.91;704;697;1189;605;50.88;605;599
Santovka;Levice;Nitriansky kraj;576;288;50;288;287;572;230;40.2;230;226
Sazdice;Levice;Nitriansky kraj;362;101;43735;101;100;363;106;29.2;106;106
Sikenica;Levice;Nitriansky kraj;521;119;22.84;119;119;519;94;43787;94;92
Slatina;Levice;Nitriansky kraj;244;66;43582;66;65;250;61;43579;61;58
Stary Hradok;Levice;Nitriansky kraj;155;69;44.51;69;69;158;66;41.77;66;66
Stary Tekov;Levice;Nitriansky kraj;1230;776;63.08;776;768;1225;659;53.79;659;651
Sahy;Levice;Nitriansky kraj;6125;1877;30.64;1877;1864;6104;1652;43643;1652;1629
Salov;Levice;Nitriansky kraj;266;47;17.66;47;47;265;30;11994;30;30
Sarovce;Levice;Nitriansky kraj;1263;308;24.38;308;305;1260;227;43483;227;226
Tehla;Levice;Nitriansky kraj;402;160;39.8;160;158;399;119;29.82;119;119
Tekovske Luzany;Levice;Nitriansky kraj;2339;777;33.21;777;769;2332;562;43732;562;555
Tekovsky Hradok;Levice;Nitriansky kraj;286;95;33.21;95;95;288;73;25.34;73;69
Tlmace;Levice;Nitriansky kraj;3136;1592;50.76;1592;1581;3126;1401;44.81;1401;1372
Tupa;Levice;Nitriansky kraj;474;210;44.3;210;210;484;160;33.05;160;159
Tura;Levice;Nitriansky kraj;188;96;51.06;96;96;188;55;29.25;55;48
Uhliska;Levice;Nitriansky kraj;183;70;38.25;70;70;183;53;28.96;53;52
Velke Kozmalovce;Levice;Nitriansky kraj;583;366;62.77;366;366;583;283;48.54;283;281
Velke Ludince;Levice;Nitriansky kraj;1281;388;30.28;388;387;1274;274;43606;274;269
Velke Turovce;Levice;Nitriansky kraj;623;243;39;243;243;626;212;33.86;212;209
Velky Dur;Levice;Nitriansky kraj;1065;495;46.47;495;492;1065;415;38.96;415;400
Vyskovce nad Iplom;Levice;Nitriansky kraj;555;187;33.69;187;187;555;157;28.28;157;155
Vysne nad Hronom;Levice;Nitriansky kraj;147;69;46.93;69;69;145;61;42.06;61;59
Zalaba;Levice;Nitriansky kraj;128;72;56.25;72;70;128;70;54.68;70;69
Zbrojniky;Levice;Nitriansky kraj;446;180;40.35;180;180;451;169;37.47;169;163
Zeliezovce;Levice;Nitriansky kraj;5804;2303;39.67;2302;2290;5779;2006;34.71;2006;1986
Zemberovce;Levice;Nitriansky kraj;1034;534;51.64;534;532;1036;446;43.05;446;440
Zemliare;Levice;Nitriansky kraj;139;62;44.6;62;60;142;50;35.21;50;49
Aleksince;Nitra;Nitriansky kraj;1431;595;41.57;595;593;1435;501;34.91;501;490
Bab;Nitra;Nitriansky kraj;939;474;50.47;474;473;939;360;38.33;360;354
Babindol;Nitra;Nitriansky kraj;567;266;46.91;266;265;560;186;33.21;186;182
Badice;Nitra;Nitriansky kraj;317;172;54.25;172;170;318;144;45.28;144;144
Branc;Nitra;Nitriansky kraj;1861;926;49.75;926;922;1844;782;42.4;782;777
Cabaj - Capor;Nitra;Nitriansky kraj;3379;1587;46.96;1587;1579;3363;1304;38.77;1304;1279
Cab;Nitra;Nitriansky kraj;643;334;51.94;334;333;643;266;41.36;266;262
Cakajovce;Nitra;Nitriansky kraj;951;468;49.21;468;467;952;397;41.7;397;390
Cechynce;Nitra;Nitriansky kraj;1006;501;49.8;501;499;1009;395;39.14;395;383
Celadice;Nitra;Nitriansky kraj;837;370;44.2;370;367;837;341;40.74;341;336
Cifare;Nitra;Nitriansky kraj;481;213;44.28;213;213;479;148;30.89;148;146
Dolne Lefantovce;Nitra;Nitriansky kraj;539;297;55.1;297;297;542;232;42.8;232;228
Dolne Obdokovce;Nitra;Nitriansky kraj;953;382;40.08;382;381;949;288;30.34;288;283
Golianovo;Nitra;Nitriansky kraj;1392;810;58.18;810;807;1397;628;44.95;628;616
Horne Lefantovce;Nitra;Nitriansky kraj;762;428;56.16;428;426;749;363;48.46;363;353
Hosùova;Nitra;Nitriansky kraj;327;165;50.45;165;165;326;134;41.1;134;131
Hrubonovo;Nitra;Nitriansky kraj;432;222;51.38;222;222;437;211;48.28;211;208
Ivanka pri Nitre;Nitra;Nitriansky kraj;2295;1186;51.67;1186;1176;2294;960;41.84;960;938
Jarok;Nitra;Nitriansky kraj;1686;898;53.26;898;891;1686;743;44.06;743;725
Jelenec;Nitra;Nitriansky kraj;1716;763;44.46;763;756;1718;640;37.25;640;627
Jelsovce;Nitra;Nitriansky kraj;840;385;45.83;385;383;834;299;35.85;299;295
Kapince;Nitra;Nitriansky kraj;165;90;54.54;90;90;167;83;49.7;83;83
Klasov;Nitra;Nitriansky kraj;1027;467;45.47;467;466;1034;415;40.13;415;411
Kolinany;Nitra;Nitriansky kraj;1288;588;45.65;588;581;1289;474;36.77;474;471
Lehota;Nitra;Nitriansky kraj;1912;1043;54.55;1043;1042;1916;907;47.33;907;894
Lucnica nad Zitavou;Nitra;Nitriansky kraj;800;435;54.37;435;429;786;344;43.76;344;340
ºudovitova;Nitra;Nitriansky kraj;213;130;61.03;130;129;208;111;53.36;111;107
Lukacovce;Nitra;Nitriansky kraj;964;458;47.51;458;456;973;377;38.74;377;368
Luzianky;Nitra;Nitriansky kraj;2440;1139;46.68;1138;1132;2435;883;36.26;882;862
Male Chyndice;Nitra;Nitriansky kraj;323;156;48.29;156;155;323;115;35.6;115;113
Male Zaluzie;Nitra;Nitriansky kraj;232;141;60.77;141;140;234;142;60.68;142;141
Maly Cetin;Nitra;Nitriansky kraj;341;197;57.77;197;196;341;186;54.54;186;184
Maly Lapas;Nitra;Nitriansky kraj;739;456;61.7;456;454;733;362;49.38;362;355
Melek;Nitra;Nitriansky kraj;413;216;52.3;216;213;416;189;45.43;189;180
Mojmirovce;Nitra;Nitriansky kraj;2360;1076;45.59;1076;1073;2353;867;36.84;867;857
Nitra;Nitra;Nitriansky kraj;66045;35060;53.08;35049;34890;65906;31146;47.25;31144;30553
Nitrianske Hrnciarovce;Nitra;Nitriansky kraj;1753;952;54.3;952;950;1748;820;46.91;820;813
Nova Ves nad Zitavou;Nitra;Nitriansky kraj;1101;571;51.86;571;570;1096;474;43.24;474;464
Nove Sady;Nitra;Nitriansky kraj;1096;624;56.93;624;623;1089;510;46.83;510;506
Pana;Nitra;Nitriansky kraj;309;144;46.6;144;144;319;129;40.43;129;129
Podhorany;Nitra;Nitriansky kraj;913;473;51.8;473;470;918;379;41.28;379;376
Pohranice;Nitra;Nitriansky kraj;924;494;53.46;494;491;921;358;38.87;358;353
Polny Kesov;Nitra;Nitriansky kraj;556;250;44.96;250;250;556;239;42.98;239;235
Risnovce;Nitra;Nitriansky kraj;1703;883;51.84;883;881;1702;706;41.48;706;695
Rumanova;Nitra;Nitriansky kraj;688;348;50.58;348;345;685;292;42.62;292;290
Svatoplukovo;Nitra;Nitriansky kraj;1101;534;48.5;534;532;1102;416;37.74;416;411
Stefanovicova;Nitra;Nitriansky kraj;259;119;45.94;119;118;261;118;45.21;118;117
Stitare;Nitra;Nitriansky kraj;737;436;59.15;436;435;735;396;53.87;396;383
Surianky;Nitra;Nitriansky kraj;490;310;63.26;310;308;503;255;50.69;255;251
Tajna;Nitra;Nitriansky kraj;240;142;59.16;142;140;241;129;53.52;129;128
Telince;Nitra;Nitriansky kraj;312;112;35.89;112;112;313;88;43797;88;88
Velka Dolina;Nitra;Nitriansky kraj;567;303;53.43;303;302;567;239;42.15;239;235
Velke Chyndice;Nitra;Nitriansky kraj;281;168;59.78;168;167;283;132;46.64;132;132
Velke Zaluzie;Nitra;Nitriansky kraj;3511;1844;52.52;1843;1829;3515;1412;40.17;1412;1389
Velky Cetin;Nitra;Nitriansky kraj;1391;563;40.47;563;559;1398;460;32.9;460;455
Velky Lapas;Nitra;Nitriansky kraj;1346;768;57.05;768;766;1348;620;45.99;620;611
Vinodol;Nitra;Nitriansky kraj;1579;653;41.35;653;646;1573;515;32.73;515;510
Vrable;Nitra;Nitriansky kraj;7277;3618;49.71;3618;3597;7299;3085;42.26;3085;3050
Vycapy - Opatovce;Nitra;Nitriansky kraj;1808;975;53.92;975;970;1806;871;48.22;871;864
Zbehy;Nitra;Nitriansky kraj;1821;942;51.72;942;941;1829;762;41.66;762;751
Zirany;Nitra;Nitriansky kraj;1134;531;46.82;531;528;1128;408;36.17;408;394
Zitavce;Nitra;Nitriansky kraj;351;164;46.72;164;164;350;148;42.28;148;143
Beladice;Zlate Moravce;Nitriansky kraj;1321;645;48.82;645;639;1315;513;39.01;513;506
Caradice;Zlate Moravce;Nitriansky kraj;410;233;56.82;233;231;418;207;49.52;207;202
Cerveny Hradok;Zlate Moravce;Nitriansky kraj;344;182;52.9;182;182;348;148;42.52;148;147
Cierne Klacany;Zlate Moravce;Nitriansky kraj;951;532;55.94;532;531;952;470;49.36;470;466
Hostie;Zlate Moravce;Nitriansky kraj;1029;583;56.65;583;579;1012;455;44.96;455;451
Hosùovce;Zlate Moravce;Nitriansky kraj;601;322;53.57;322;321;595;263;44.2;263;256
Choca;Zlate Moravce;Nitriansky kraj;429;207;48.25;207;205;433;182;42.03;182;181
Jedlove Kostolany;Zlate Moravce;Nitriansky kraj;777;372;47.87;370;367;788;348;44.16;348;341
Kostolany pod Tribecom;Zlate Moravce;Nitriansky kraj;303;184;60.72;184;183;312;200;64.1;200;195
Ladice;Zlate Moravce;Nitriansky kraj;662;283;42.74;283;281;664;231;34.78;231;224
Lovce;Zlate Moravce;Nitriansky kraj;588;327;55.61;327;325;586;248;42.32;248;244
Machulince;Zlate Moravce;Nitriansky kraj;907;514;56.67;514;513;907;434;47.85;434;419
Male Vozokany;Zlate Moravce;Nitriansky kraj;266;154;57.89;154;152;272;111;40.8;111;104
Mankovce;Zlate Moravce;Nitriansky kraj;450;254;56.44;254;254;442;226;51.13;226;223
Martin nad Zitavou;Zlate Moravce;Nitriansky kraj;440;229;52.04;229;229;443;199;44.92;199;196
Nemcinany;Zlate Moravce;Nitriansky kraj;563;287;50.97;287;286;557;261;46.85;261;255
Neverice;Zlate Moravce;Nitriansky kraj;563;306;54.35;306;302;570;246;43.15;246;239
Nevidzany;Zlate Moravce;Nitriansky kraj;494;298;60.32;298;297;501;245;48.9;245;242
Obyce;Zlate Moravce;Nitriansky kraj;1263;592;46.87;591;589;1262;503;39.85;503;492
Skycov;Zlate Moravce;Nitriansky kraj;812;434;53.44;434;428;810;375;46.29;375;365
Slazany;Zlate Moravce;Nitriansky kraj;1419;751;52.92;751;747;1412;643;45.53;643;631
Slepcany;Zlate Moravce;Nitriansky kraj;685;353;51.53;353;348;691;309;44.71;309;305
Tekovske Nemce;Zlate Moravce;Nitriansky kraj;889;385;43.3;385;384;886;331;37.35;331;324
Tesarske Mlynany;Zlate Moravce;Nitriansky kraj;1384;665;48.04;665;656;1379;515;37.34;515;510
Topolcianky;Zlate Moravce;Nitriansky kraj;2291;1324;57.79;1324;1317;2297;1147;49.93;1147;1127
Velcice;Zlate Moravce;Nitriansky kraj;701;418;59.62;418;418;692;376;54.33;376;372
Velke Vozokany;Zlate Moravce;Nitriansky kraj;377;236;62.59;236;236;380;201;52.89;201;196
Vieska nad Zitavou;Zlate Moravce;Nitriansky kraj;375;216;57.6;215;211;374;204;54.54;204;198
Volkovce;Zlate Moravce;Nitriansky kraj;859;424;49.35;424;422;867;392;45.21;392;392
Zlate Moravce;Zlate Moravce;Nitriansky kraj;10144;5046;49.74;5046;5027;10118;4357;43.06;4357;4288
Zlatno;Zlate Moravce;Nitriansky kraj;196;88;44.89;88;87;197;94;47.71;94;94
Zikava;Zlate Moravce;Nitriansky kraj;419;248;59.18;248;245;418;184;44.01;184;176
Zitavany;Zlate Moravce;Nitriansky kraj;1624;863;53.14;863;851;1624;671;41.31;671;652
Andovce;Nove Zamky;Nitriansky kraj;1262;553;43.81;553;551;1263;455;36.02;455;449
Bajtava;Nove Zamky;Nitriansky kraj;312;99;31.73;99;99;312;73;23.39;73;71
Banov;Nove Zamky;Nitriansky kraj;3106;1584;50.99;1584;1579;3093;1366;44.16;1366;1345
Bardonovo;Nove Zamky;Nitriansky kraj;647;268;41.42;268;264;648;236;36.41;236;235
Bela;Nove Zamky;Nitriansky kraj;314;107;34.07;107;105;317;99;31.23;99;98
Besenov;Nove Zamky;Nitriansky kraj;1366;442;32.35;442;437;1362;335;24.59;335;327
Bina;Nove Zamky;Nitriansky kraj;1199;281;23.43;281;274;1204;182;43784;182;180
Branovo;Nove Zamky;Nitriansky kraj;488;268;54.91;268;267;484;245;50.61;245;244
Bruty;Nove Zamky;Nitriansky kraj;489;149;30.47;149;148;488;93;43604;93;87
Cechy;Nove Zamky;Nitriansky kraj;257;133;51.75;133;133;264;129;48.86;129;128
Cernik;Nove Zamky;Nitriansky kraj;844;448;53.08;448;445;850;336;39.52;336;324
Dedinka;Nove Zamky;Nitriansky kraj;567;269;47.44;269;268;581;262;45.09;262;255
Dolny Ohaj;Nove Zamky;Nitriansky kraj;1314;681;51.82;681;679;1316;592;44.98;592;587
Dubnik;Nove Zamky;Nitriansky kraj;1330;458;34.43;458;454;1328;366;27.56;366;362
Dvory nad Zitavou;Nove Zamky;Nitriansky kraj;4146;1343;32.39;1343;1336;4155;1226;43614;1226;1211
Gbelce;Nove Zamky;Nitriansky kraj;1792;501;27.95;501;495;1793;418;23.31;418;413
Hul;Nove Zamky;Nitriansky kraj;1035;497;48.01;497;495;1043;392;37.58;392;378
Chlaba;Nove Zamky;Nitriansky kraj;584;106;18.15;106;106;593;95;43512;95;94
Jasova;Nove Zamky;Nitriansky kraj;964;494;51.24;494;492;965;419;43.41;419;411
Jatov;Nove Zamky;Nitriansky kraj;619;337;54.44;337;333;621;290;46.69;290;285
Kamenica nad Hronom;Nove Zamky;Nitriansky kraj;1089;276;25.34;276;274;1092;251;22.98;251;242
Kamenin;Nove Zamky;Nitriansky kraj;1242;275;22.14;275;274;1253;206;16.44;206;205
Kamenny Most;Nove Zamky;Nitriansky kraj;876;250;28.53;250;248;880;209;23.75;209;209
Kmeùovo;Nove Zamky;Nitriansky kraj;732;427;58.33;427;426;717;366;51.04;366;358
Kolta;Nove Zamky;Nitriansky kraj;1102;520;47.18;520;519;1093;414;37.87;414;398
